person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,cb_person_default_on_file,cb_person_cred_hist_length
68,114409,RENT,19,HOMEIMPROVEMENT,E,12490,14.392102386202266,0,N,19
55,27025,OTHER,27,MEDICAL,D,33190,14.598724168942448,1,N,27
23,34481,MORTGAGE,20,PERSONAL,E,30806,6.700762655432637,0,N,14
33,45411,MORTGAGE,18,VENTURE,D,21398,15.436241320243195,0,N,24
60,116894,OTHER,2,MEDICAL,D,7049,13.003684362039499,0,N,18
60,125928,OWN,29,HOMEIMPROVEMENT,A,23042,14.163580868118732,0,N,15
44,143014,RENT,4,MEDICAL,B,26704,11.70388102676714,0,N,17
69,34961,RENT,5,MEDICAL,A,26685,17.065438764987913,1,N,20
29,41767,MORTGAGE,2,EDUCATION,C,9697,14.527409717689904,0,N,13
40,140895,MORTGAGE,23,MEDICAL,A,26755,7.893918702770648,0,N,27
55,71690,OWN,0,PERSONAL,A,34263,16.29087949877094,1,N,19
31,72870,MORTGAGE,35,HOMEIMPROVEMENT,E,24521,12.538435794556573,0,N,13
46,126536,OWN,14,DEBTCONSOLIDATION,C,1385,5.559120817273468,0,N,13
59,56135,OTHER,37,EDUCATION,E,31344,10.922659645115575,0,N,19
21,84514,RENT,17,DEBTCONSOLIDATION,A,12726,11.025908943044662,0,N,11
32,106928,OTHER,22,MEDICAL,B,8280,17.02150286276727,0,N,3
51,148705,MORTGAGE,28,VENTURE,A,19280,8.509500401201967,0,N,21
50,98798,RENT,21,PERSONAL,A,29430,11.788028118804245,0,N,7
35,90765,RENT,23,PERSONAL,A,27910,5.816102103994069,0,N,2
51,43772,OTHER,12,PERSONAL,B,30594,18.22159711112922,1,N,27
51,38799,OWN,32,EDUCATION,A,31465,11.657371914369831,1,N,8
53,132051,RENT,21,MEDICAL,C,34578,17.84890023021988,1,N,24
30,149941,OWN,34,PERSONAL,B,26978,15.158553103195151,0,N,2
29,43555,OTHER,16,MEDICAL,A,4794,9.797796784852508,0,N,11
34,112152,OTHER,21,VENTURE,C,6307,15.690602476001791,0,N,29
36,147219,OWN,4,MEDICAL,C,27980,12.032748771710619,0,N,14
59,39333,OTHER,24,DEBTCONSOLIDATION,D,9121,10.118519318895139,0,N,10
37,24261,RENT,5,MEDICAL,B,6229,15.018918800692145,0,Y,16
28,139833,OTHER,16,MEDICAL,F,3955,16.615041846059555,0,N,25
44,89002,OTHER,30,HOMEIMPROVEMENT,E,29598,15.329185737273026,0,N,19
59,66553,RENT,16,DEBTCONSOLIDATION,C,3953,11.942903466191131,0,Y,8
33,23088,OWN,32,EDUCATION,B,6184,8.889626399443522,0,N,3
44,65783,OTHER,38,MEDICAL,A,18472,17.15593781039233,0,N,15
69,21115,OWN,36,PERSONAL,C,34084,10.199711173898873,1,Y,21
41,90114,RENT,3,HOMEIMPROVEMENT,C,13010,14.194330532969621,0,N,6
49,88126,OWN,13,MEDICAL,F,7238,6.73023011825725,0,N,11
39,92908,OWN,12,HOMEIMPROVEMENT,C,13746,16.104171889167283,0,N,20
40,89109,MORTGAGE,26,EDUCATION,G,1394,19.29369260617118,1,N,24
63,22978,MORTGAGE,23,HOMEIMPROVEMENT,E,10765,11.739324461263024,0,N,8
51,128943,OTHER,26,PERSONAL,F,18446,13.225365299858073,0,N,7
65,29422,MORTGAGE,7,MEDICAL,B,19807,18.49234902648083,1,N,24
68,63626,MORTGAGE,38,PERSONAL,A,33419,16.929473118569234,1,N,4
40,109233,MORTGAGE,20,VENTURE,D,31427,19.434200882911668,0,N,24
54,76174,OWN,10,HOMEIMPROVEMENT,D,5371,8.990974191854747,0,Y,14
51,116356,OWN,30,HOMEIMPROVEMENT,A,4581,12.049895414901943,0,N,8
49,57743,MORTGAGE,26,HOMEIMPROVEMENT,D,14549,11.834646772451581,0,N,26
58,90461,RENT,26,DEBTCONSOLIDATION,C,7548,12.096527808881874,0,Y,3
68,77199,MORTGAGE,7,EDUCATION,A,5258,18.696886533686996,0,N,20
31,149000,RENT,32,DEBTCONSOLIDATION,B,33063,8.082724810899673,0,N,5
60,142778,OWN,11,PERSONAL,F,7947,18.423461009732613,0,N,25
66,49430,RENT,34,VENTURE,B,13467,13.566901964605373,0,N,2
37,48834,OWN,33,EDUCATION,D,31851,13.052638236856199,1,N,12
40,44435,RENT,15,EDUCATION,A,33737,11.24749739766569,1,N,3
32,107212,OWN,35,MEDICAL,C,27610,13.094660970700156,0,N,3
40,75797,OWN,1,VENTURE,F,26587,17.049353580068775,0,N,15
27,63554,MORTGAGE,11,HOMEIMPROVEMENT,B,26032,12.38351147675738,0,Y,19
65,74555,OTHER,26,DEBTCONSOLIDATION,B,22394,16.640340423491097,0,Y,12
59,105350,OTHER,16,HOMEIMPROVEMENT,C,21435,11.249552688612106,0,Y,3
65,34716,OWN,19,MEDICAL,E,20960,7.743438135312213,0,N,24
26,80261,MORTGAGE,20,DEBTCONSOLIDATION,A,25219,11.219940006397398,0,Y,7
42,47528,OTHER,29,HOMEIMPROVEMENT,B,25479,15.850161221955917,1,N,29
63,21995,OTHER,19,PERSONAL,A,33033,17.776277866516455,1,N,8
51,42414,MORTGAGE,7,HOMEIMPROVEMENT,B,22263,16.57437793969713,1,N,23
30,33844,MORTGAGE,17,DEBTCONSOLIDATION,B,24589,10.616814234693873,0,N,11
41,56659,OTHER,17,PERSONAL,F,34906,13.687232636633462,1,N,2
41,35522,OTHER,17,MEDICAL,B,10552,10.40678995255895,0,N,7
62,125449,RENT,1,MEDICAL,C,15794,15.567457776477154,0,N,21
44,149632,RENT,11,PERSONAL,E,25631,11.546782985777007,0,N,26
41,94034,OWN,31,DEBTCONSOLIDATION,B,21903,16.472559146808003,0,N,15
47,62322,OTHER,7,DEBTCONSOLIDATION,C,12628,5.191942363741181,0,N,7
48,87638,MORTGAGE,9,HOMEIMPROVEMENT,D,32092,10.1023032087661,0,N,10
32,121334,MORTGAGE,10,MEDICAL,B,11151,18.17333670194642,0,N,25
37,28524,OTHER,13,MEDICAL,A,31057,9.853173309323694,1,Y,6
21,50846,OWN,25,PERSONAL,B,24088,10.921465598637656,0,N,11
48,93643,MORTGAGE,29,MEDICAL,B,6765,16.860973440796315,0,N,29
40,80096,OTHER,3,HOMEIMPROVEMENT,A,25813,6.419236899606119,0,N,8
34,134930,OTHER,38,MEDICAL,G,28982,9.678387896032564,1,N,28
46,103804,OWN,10,PERSONAL,B,26260,16.61701063365467,0,N,9
69,67703,OTHER,23,HOMEIMPROVEMENT,E,21367,19.35526225890102,1,N,29
50,44399,MORTGAGE,21,VENTURE,A,17016,16.742545685621245,0,N,22
34,95160,RENT,2,PERSONAL,F,28319,7.586186581030482,0,N,13
42,112662,OWN,36,VENTURE,D,4428,17.52528812641068,0,N,9
43,108667,OTHER,1,MEDICAL,D,27986,12.136625114722458,0,N,11
63,143182,OWN,11,HOMEIMPROVEMENT,B,28810,16.74508201859296,0,N,10
32,68591,OTHER,20,MEDICAL,B,31727,8.590318557862432,0,N,22
41,40714,RENT,4,HOMEIMPROVEMENT,C,24138,10.116988669975514,1,N,25
62,126167,OWN,6,EDUCATION,D,31746,18.524559342877367,0,N,17
56,55877,OTHER,3,MEDICAL,D,22453,18.661996711311673,1,N,16
52,104106,RENT,35,MEDICAL,A,20318,9.277633661507286,0,N,10
22,98018,MORTGAGE,21,MEDICAL,E,21755,6.253281434141387,0,N,15
38,119854,OTHER,28,DEBTCONSOLIDATION,F,14112,18.935224104074006,0,Y,2
42,79136,RENT,8,PERSONAL,C,7934,9.506060798777227,0,N,24
48,53414,RENT,25,DEBTCONSOLIDATION,A,23371,6.801790747296508,0,N,17
49,140832,OWN,11,HOMEIMPROVEMENT,D,7859,10.221710450064254,0,N,8
58,106576,OTHER,0,HOMEIMPROVEMENT,B,29570,9.229985366113816,0,N,28
63,98943,MORTGAGE,7,HOMEIMPROVEMENT,D,17031,6.208353759598054,0,N,12
66,143592,OTHER,32,PERSONAL,D,30148,19.75608786789961,0,N,3
44,65468,RENT,3,HOMEIMPROVEMENT,A,12441,9.406561617530606,0,N,29
56,118841,MORTGAGE,13,DEBTCONSOLIDATION,C,3751,9.08569194542372,0,N,19
66,99702,RENT,28,DEBTCONSOLIDATION,B,18959,11.29895788712751,0,N,29
27,92108,OWN,13,MEDICAL,F,7503,11.222326127379912,0,N,25
61,118538,OTHER,8,VENTURE,A,18440,11.507413299507007,0,N,8
35,112508,RENT,8,EDUCATION,A,23044,18.59944952919414,1,N,4
27,66835,RENT,25,HOMEIMPROVEMENT,E,26120,5.903545914938944,0,Y,17
20,83333,OTHER,16,PERSONAL,A,7243,19.124675685711296,0,N,27
63,62464,MORTGAGE,3,PERSONAL,C,10770,14.988807204745134,0,N,5
24,132454,RENT,2,HOMEIMPROVEMENT,B,31580,15.46266145038034,0,N,4
22,42923,OTHER,28,VENTURE,C,23224,7.3677805924510915,0,N,5
20,136062,OWN,24,DEBTCONSOLIDATION,C,8145,9.936883972029639,0,Y,27
23,81855,OWN,20,HOMEIMPROVEMENT,B,20299,5.783290799923267,0,N,14
59,87445,OTHER,11,PERSONAL,G,14497,14.796185579443534,1,N,22
54,143795,RENT,0,EDUCATION,A,27348,10.09773703189894,0,N,15
51,130454,OTHER,0,VENTURE,B,23573,13.26880232850023,0,N,11
61,141906,OTHER,6,HOMEIMPROVEMENT,B,14922,16.29092463634401,0,N,15
53,118384,RENT,9,EDUCATION,C,12007,13.303011553358001,0,N,18
62,87619,MORTGAGE,14,HOMEIMPROVEMENT,B,1872,6.072424357992768,0,N,23
44,66146,MORTGAGE,39,VENTURE,A,16794,5.9246020742303775,0,N,15
29,80032,OWN,10,PERSONAL,F,24881,18.00736637808985,0,N,6
40,133521,MORTGAGE,22,DEBTCONSOLIDATION,B,23388,8.932241978654867,0,N,22
65,136378,OTHER,12,DEBTCONSOLIDATION,B,22301,10.433160999091683,0,N,26
58,37140,RENT,26,VENTURE,B,15687,8.27594588339001,0,N,4
46,22670,OWN,16,MEDICAL,A,8166,15.48321435747812,0,N,20
46,56519,MORTGAGE,12,DEBTCONSOLIDATION,A,9885,10.791479380057005,0,N,16
21,64512,OTHER,11,HOMEIMPROVEMENT,A,24826,11.844881479645474,0,N,10
60,77811,OWN,28,EDUCATION,A,14026,15.116957123870666,0,N,25
67,123565,RENT,20,EDUCATION,A,24585,14.345966981146736,0,N,10
32,34691,MORTGAGE,19,DEBTCONSOLIDATION,B,14006,16.61516124602312,0,N,11
28,125156,OTHER,19,VENTURE,C,29532,16.232305901485624,0,N,17
55,54262,RENT,30,VENTURE,C,6609,11.598417575968563,0,N,27
41,74892,OTHER,7,VENTURE,A,7642,7.877821161726725,0,N,9
61,45595,OTHER,23,EDUCATION,E,14556,8.348295443819927,0,N,8
45,77207,OTHER,10,PERSONAL,D,32042,15.601072585008367,0,N,15
31,148590,RENT,38,EDUCATION,F,10139,8.919343054918524,0,N,19
36,135589,OWN,32,PERSONAL,B,5373,11.606817789587465,0,N,28
33,53440,OTHER,14,VENTURE,C,15060,6.6185841256729825,0,N,16
33,28630,OWN,3,MEDICAL,A,1397,6.833883997823715,0,N,13
53,51250,OWN,0,EDUCATION,D,5060,8.749213928075477,0,N,22
39,114334,MORTGAGE,31,VENTURE,A,32117,6.27249787010246,0,N,11
30,149228,MORTGAGE,10,EDUCATION,B,17277,9.11840614949231,0,N,24
35,128572,OWN,29,VENTURE,B,23112,13.52288939021595,0,N,6
50,118748,MORTGAGE,36,EDUCATION,C,13630,16.171531699728575,0,N,18
25,127461,MORTGAGE,18,HOMEIMPROVEMENT,C,32100,5.490540580613662,0,N,28
38,97518,OWN,35,EDUCATION,A,18158,14.009251741574175,0,N,27
56,94191,RENT,33,HOMEIMPROVEMENT,B,34107,10.447796760289851,0,N,7
23,84791,MORTGAGE,6,PERSONAL,E,17390,8.399619472009121,0,N,23
66,104118,MORTGAGE,19,EDUCATION,E,2296,5.477866425626044,0,N,29
23,120591,RENT,11,PERSONAL,C,1287,9.88905818874623,0,N,23
39,83753,RENT,31,MEDICAL,C,34337,16.84517299766543,1,N,20
29,130261,RENT,1,DEBTCONSOLIDATION,A,22102,12.950343508399078,0,N,18
43,80520,OWN,21,DEBTCONSOLIDATION,A,26218,16.634666951741544,0,N,15
54,24008,RENT,39,HOMEIMPROVEMENT,A,19935,11.185336949372203,1,N,17
45,64464,OWN,23,EDUCATION,B,17493,17.64881399455765,0,N,8
56,127408,OTHER,30,DEBTCONSOLIDATION,C,4219,7.255316001204603,0,N,16
57,20496,OTHER,3,PERSONAL,B,1731,17.300505095986864,0,N,23
40,119767,RENT,23,DEBTCONSOLIDATION,A,12235,12.140004295385328,0,N,15
59,148747,RENT,16,DEBTCONSOLIDATION,B,23077,16.190055091088574,0,N,22
58,43212,OTHER,39,VENTURE,A,9759,8.606332060216669,0,N,20
40,40637,OWN,18,DEBTCONSOLIDATION,D,24488,12.29235510826255,0,N,14
29,65227,OWN,39,PERSONAL,A,10549,15.99188417571771,0,N,23
57,102413,RENT,37,DEBTCONSOLIDATION,B,31124,12.256328149365975,0,N,11
65,139753,RENT,33,EDUCATION,C,30518,11.871531981662823,0,N,15
23,140118,RENT,32,DEBTCONSOLIDATION,A,8263,17.159916778030215,0,N,15
64,103346,OTHER,5,MEDICAL,A,2071,7.435235310640678,0,N,26
39,29884,MORTGAGE,35,DEBTCONSOLIDATION,C,8445,12.126525287556635,0,N,13
36,136481,RENT,12,HOMEIMPROVEMENT,A,23396,17.335618743597315,1,N,25
26,88259,OWN,8,VENTURE,C,1074,17.67880231029251,0,N,28
23,69810,MORTGAGE,34,PERSONAL,D,2988,6.774101720382803,0,N,9
48,149926,OWN,33,DEBTCONSOLIDATION,B,32031,17.752293713125095,0,N,9
33,24761,MORTGAGE,15,DEBTCONSOLIDATION,B,4083,5.1823010863957855,0,N,18
22,93166,OTHER,17,EDUCATION,E,21202,17.833381569090452,0,N,24
43,147342,MORTGAGE,17,EDUCATION,B,21075,8.971524894853621,0,N,18
56,36375,OWN,37,HOMEIMPROVEMENT,G,14856,13.67252895299374,1,N,8
35,127045,MORTGAGE,31,VENTURE,A,8954,5.144439547097884,0,N,19
23,45218,OTHER,6,PERSONAL,C,15164,15.97239036611596,0,N,20
43,50565,OWN,22,PERSONAL,C,6628,11.473423098082595,0,N,11
53,122654,RENT,22,PERSONAL,E,21396,17.687001529144766,1,N,19
49,52975,MORTGAGE,17,HOMEIMPROVEMENT,A,7308,13.332800033972966,0,Y,27
37,47073,OWN,6,HOMEIMPROVEMENT,A,10655,17.5198521918497,0,Y,2
38,89726,MORTGAGE,39,DEBTCONSOLIDATION,A,22631,14.174969282472912,0,Y,17
50,21883,OTHER,23,VENTURE,F,3914,16.18804555164384,0,Y,6
38,88422,OWN,13,PERSONAL,B,21318,16.219648012133113,0,Y,9
68,69629,RENT,4,PERSONAL,E,3701,8.699885312488814,0,N,13
65,84170,RENT,21,DEBTCONSOLIDATION,A,5044,13.658759855471125,0,N,23
38,94489,MORTGAGE,21,VENTURE,A,8487,18.10794977384622,0,N,21
41,28381,OTHER,9,VENTURE,A,13997,18.183147224865888,1,N,14
43,43238,OTHER,25,VENTURE,C,25005,10.77061469758194,0,N,27
64,33795,MORTGAGE,14,EDUCATION,D,7023,9.873411531310754,0,N,18
31,115964,OWN,37,VENTURE,B,16747,14.809512596016774,0,N,11
49,82999,OWN,0,MEDICAL,E,18629,16.677415281900817,0,Y,3
57,69907,MORTGAGE,13,HOMEIMPROVEMENT,A,9631,5.532033075751927,0,N,19
50,29638,OWN,35,VENTURE,C,30203,6.4014808278081,1,N,28
55,90467,OWN,30,EDUCATION,C,21884,16.680979946690172,0,N,4
38,62623,OWN,27,MEDICAL,A,34064,11.551988790903987,0,N,19
67,58492,MORTGAGE,33,EDUCATION,A,20332,15.014722421032156,0,N,21
64,46411,RENT,34,EDUCATION,B,9127,17.305452560007602,1,N,21
55,130724,OTHER,38,DEBTCONSOLIDATION,A,19989,16.35203880175122,0,N,22
49,40534,RENT,22,EDUCATION,E,23861,17.145767455250365,1,N,26
68,122364,OWN,18,EDUCATION,F,25305,12.708200508036759,0,N,4
52,49181,MORTGAGE,17,PERSONAL,C,18478,7.366586306683951,0,N,23
37,123069,OTHER,14,HOMEIMPROVEMENT,C,31778,12.102623470078482,0,N,11
68,39996,OWN,0,DEBTCONSOLIDATION,A,30387,19.449327341076653,1,N,12
47,92089,OTHER,24,DEBTCONSOLIDATION,A,6101,9.5818030763158,0,N,5
66,125682,OTHER,25,PERSONAL,D,2074,11.289063821401829,0,N,24
30,103609,RENT,34,MEDICAL,C,17399,16.48152188755569,0,N,5
64,136004,OWN,14,PERSONAL,C,33479,6.1396009370561355,0,N,16
52,92666,OTHER,3,DEBTCONSOLIDATION,D,4199,16.355707632456635,0,N,17
36,49405,RENT,14,MEDICAL,B,12433,9.113190037984758,0,N,8
25,121490,MORTGAGE,37,DEBTCONSOLIDATION,A,27179,9.009910601654834,0,N,2
23,146900,OTHER,38,VENTURE,D,14491,13.73634932186252,0,N,26
39,91325,OWN,0,MEDICAL,B,11977,8.829307093139075,0,N,14
67,48930,MORTGAGE,21,DEBTCONSOLIDATION,D,6822,14.617324396338539,0,N,18
66,134426,OTHER,10,PERSONAL,B,23828,18.632774268461205,0,N,22
46,37529,OTHER,37,DEBTCONSOLIDATION,A,13805,11.069513612352939,0,N,25
34,73546,OWN,36,PERSONAL,A,19522,19.153301166138426,0,N,9
25,27942,OTHER,25,MEDICAL,C,5289,19.133941211662677,0,N,7
66,27548,OWN,26,PERSONAL,C,26663,8.11353615624646,1,N,7
33,135248,OWN,12,MEDICAL,B,14605,11.476799012379395,0,N,28
30,38296,OWN,6,EDUCATION,B,9417,19.851709313144834,0,N,19
58,71016,OWN,7,HOMEIMPROVEMENT,B,9636,6.92736338877855,0,N,5
28,117780,OTHER,22,MEDICAL,A,11573,12.130298341828727,0,N,16
45,20296,MORTGAGE,25,EDUCATION,B,13233,11.478175404152019,0,N,9
35,87945,MORTGAGE,26,EDUCATION,A,28710,17.14991702436818,0,N,3
24,79980,RENT,8,EDUCATION,B,2902,7.431285410028668,0,N,23
29,76782,OWN,37,EDUCATION,B,4603,8.322651034772266,0,N,20
69,54229,OTHER,12,MEDICAL,A,27058,7.633299284335832,0,N,24
22,116382,OTHER,6,PERSONAL,B,22836,7.499447910307447,0,N,10
32,73444,RENT,10,EDUCATION,B,9436,8.866805269719034,0,N,25
62,55036,MORTGAGE,9,VENTURE,A,5048,12.923313048126484,0,N,13
68,135682,OTHER,32,EDUCATION,G,18188,15.603384878478897,1,N,9
49,149114,RENT,38,PERSONAL,A,25427,10.704636978466864,0,N,26
64,59322,MORTGAGE,2,PERSONAL,C,2760,11.693439972442324,0,Y,19
25,134695,OTHER,28,HOMEIMPROVEMENT,A,30961,16.885902203847344,0,N,7
36,47167,OWN,36,HOMEIMPROVEMENT,D,28692,12.878276902364872,0,N,26
64,71667,RENT,15,EDUCATION,E,15092,13.846665938324586,0,N,14
38,114527,OTHER,15,EDUCATION,B,21779,12.769603458106372,0,N,3
61,103337,RENT,6,DEBTCONSOLIDATION,D,6344,16.845850641261023,0,N,26
54,71468,RENT,14,DEBTCONSOLIDATION,A,9265,7.752227945346758,0,N,19
65,92894,RENT,37,HOMEIMPROVEMENT,A,15916,19.718777683727758,1,N,10
45,73084,OWN,5,EDUCATION,B,13262,18.191424380500106,0,N,2
24,83138,MORTGAGE,17,DEBTCONSOLIDATION,B,14873,11.003902613293938,0,N,7
48,42588,MORTGAGE,18,VENTURE,B,31579,11.226378606090957,1,N,15
56,82901,OTHER,1,MEDICAL,B,5187,17.73490793202283,0,N,7
39,37671,OWN,2,HOMEIMPROVEMENT,B,12111,11.683469466662967,0,N,19
68,145724,MORTGAGE,24,HOMEIMPROVEMENT,C,11986,12.622449749573478,0,N,12
40,103038,OTHER,35,PERSONAL,A,32547,16.18963920979718,0,N,8
29,110664,OTHER,27,EDUCATION,A,24723,10.819847828385523,0,N,27
24,51645,RENT,37,HOMEIMPROVEMENT,B,5780,11.810283716141935,0,N,5
55,27637,OWN,27,HOMEIMPROVEMENT,B,26641,5.556783853496547,0,N,5
25,20660,MORTGAGE,31,DEBTCONSOLIDATION,A,14460,6.997701441664975,0,N,12
45,127211,OWN,35,VENTURE,A,32519,11.879891050091022,0,N,26
23,26922,OWN,38,EDUCATION,B,21379,5.684967316075426,0,N,19
58,113697,MORTGAGE,35,MEDICAL,A,9802,9.605197785001682,0,N,16
58,64721,MORTGAGE,22,VENTURE,E,8645,11.558660939669638,0,N,10
69,77256,OWN,1,MEDICAL,A,2838,6.524260347791579,0,N,26
54,141025,OTHER,9,PERSONAL,A,7684,5.9798830291910265,0,N,17
20,137217,OWN,5,HOMEIMPROVEMENT,B,27671,5.244206023454601,0,N,13
43,89506,MORTGAGE,7,DEBTCONSOLIDATION,G,7944,12.279839461471637,1,N,15
55,88943,OWN,14,VENTURE,C,23083,7.202526671288685,0,N,16
25,144338,MORTGAGE,28,MEDICAL,B,24536,15.328948582024438,0,N,23
60,47843,OTHER,27,EDUCATION,A,7182,12.394107554799199,0,Y,27
65,29046,OWN,21,PERSONAL,B,1472,5.284056164876946,0,N,14
63,109336,OTHER,33,PERSONAL,A,26732,5.885521972329222,0,N,8
50,83985,OWN,19,HOMEIMPROVEMENT,C,17284,18.7667525896387,0,N,5
39,100083,OWN,32,HOMEIMPROVEMENT,C,11375,6.865021408931117,0,N,15
43,123064,MORTGAGE,14,MEDICAL,A,27399,16.35986018162407,0,N,17
44,116925,RENT,6,MEDICAL,A,21839,8.694071468185125,0,N,2
55,146417,MORTGAGE,23,PERSONAL,D,24788,9.823495534654992,0,N,10
40,136585,OWN,25,MEDICAL,C,13006,5.371863421554577,0,N,26
49,50346,RENT,9,HOMEIMPROVEMENT,D,10365,13.342228615398579,0,N,28
43,108284,RENT,14,PERSONAL,A,7056,12.00566756919595,0,Y,14
63,143152,OTHER,36,PERSONAL,C,12722,16.174318124314958,0,Y,18
61,131769,OWN,23,EDUCATION,A,18060,18.58533950196633,0,N,29
49,122391,MORTGAGE,10,EDUCATION,A,8223,13.21563198789747,0,Y,21
41,111384,RENT,39,MEDICAL,C,32573,19.28400137613965,1,N,24
47,73526,RENT,20,MEDICAL,D,32188,7.222208924973555,0,Y,20
26,93143,MORTGAGE,39,HOMEIMPROVEMENT,B,21323,10.169684430747967,0,N,22
54,56787,MORTGAGE,37,HOMEIMPROVEMENT,D,21722,17.44762659067629,0,N,6
47,53583,RENT,14,EDUCATION,C,11127,13.29971655116212,0,N,25
33,32563,MORTGAGE,14,PERSONAL,B,24041,13.204572396392285,1,N,10
29,66060,OTHER,36,VENTURE,E,10384,11.905787416553302,0,N,2
35,149537,RENT,13,DEBTCONSOLIDATION,B,14744,5.279993506143844,0,N,3
35,141943,OTHER,20,DEBTCONSOLIDATION,C,1665,6.205104548354546,0,N,15
50,134462,OWN,19,VENTURE,B,31557,6.342719880936594,0,Y,28
61,53690,OTHER,32,MEDICAL,B,22246,7.841874226922957,0,N,6
44,131233,MORTGAGE,2,DEBTCONSOLIDATION,D,10793,6.414140203808689,0,N,2
32,114712,RENT,39,DEBTCONSOLIDATION,A,8452,6.59905726538176,0,N,17
25,34925,OTHER,22,VENTURE,A,1187,14.553358930713326,0,N,7
63,106787,MORTGAGE,22,VENTURE,E,28943,6.775207737104273,0,N,7
28,103184,MORTGAGE,26,EDUCATION,D,26942,11.975492249046024,0,Y,4
64,40108,OTHER,34,PERSONAL,B,28225,5.946937938284464,0,N,21
55,96515,RENT,24,HOMEIMPROVEMENT,A,17718,9.041105758908929,0,N,20
62,88258,OTHER,31,EDUCATION,C,24999,18.865239341825962,0,Y,6
39,25355,OWN,21,DEBTCONSOLIDATION,A,11576,5.4651023580162335,0,N,26
37,66069,OTHER,7,HOMEIMPROVEMENT,B,17739,18.154426596336016,0,Y,27
62,114335,OTHER,37,EDUCATION,A,5327,16.394138865094394,0,N,15
40,120854,RENT,17,EDUCATION,C,4338,18.81374182992665,0,N,20
23,74471,OTHER,27,VENTURE,A,1795,16.803073688338202,0,N,3
69,52705,MORTGAGE,27,HOMEIMPROVEMENT,C,17573,17.392685395738077,0,N,16
52,63909,RENT,10,EDUCATION,C,13335,6.615858196869839,0,N,14
46,108606,MORTGAGE,11,VENTURE,B,15271,17.53319248695034,0,N,7
26,148501,RENT,1,MEDICAL,A,11442,12.156815068389879,0,N,27
25,136361,OWN,36,HOMEIMPROVEMENT,A,26796,10.273686167079447,0,N,2
34,73739,OWN,3,EDUCATION,B,31872,7.307870581019246,0,Y,10
37,96820,OWN,33,DEBTCONSOLIDATION,B,26975,5.010045024510728,0,N,12
51,107273,OTHER,22,MEDICAL,C,11355,14.639436539109415,0,N,17
30,43241,OWN,12,VENTURE,A,32810,15.89033172522026,1,N,15
39,47414,RENT,6,EDUCATION,C,20093,10.82133116793566,0,N,11
43,70818,OWN,31,DEBTCONSOLIDATION,C,30364,7.463665555309695,0,N,20
34,40895,RENT,22,VENTURE,B,23715,7.168487507007204,0,N,20
67,112307,MORTGAGE,7,VENTURE,B,27662,7.523566708110033,0,N,9
26,82409,OTHER,36,DEBTCONSOLIDATION,D,13086,5.843124597325378,0,N,17
40,75324,MORTGAGE,33,VENTURE,D,30151,10.394718943114018,0,N,13
61,86920,MORTGAGE,28,HOMEIMPROVEMENT,G,33369,14.242420886914363,1,N,7
45,73555,OWN,36,MEDICAL,B,5158,11.706608247574447,0,N,4
63,138642,OWN,22,MEDICAL,E,34722,6.882216703327723,0,N,7
33,85453,OWN,37,PERSONAL,A,15432,17.242242737729345,0,Y,7
56,42689,MORTGAGE,28,EDUCATION,B,14723,9.305843301017998,0,N,4
40,84356,OTHER,4,VENTURE,B,22949,14.040198389811975,0,N,13
37,113011,OTHER,39,EDUCATION,B,29364,8.685257539428642,0,N,12
24,28252,MORTGAGE,10,MEDICAL,C,31486,13.92485629139346,1,N,28
22,50844,OTHER,13,MEDICAL,A,28644,6.944856305550082,0,N,7
42,115687,MORTGAGE,1,VENTURE,E,1235,14.832498008251687,0,Y,28
45,125542,MORTGAGE,34,HOMEIMPROVEMENT,C,33635,13.597461426709682,0,N,27
56,43365,OTHER,34,DEBTCONSOLIDATION,E,29327,12.789394256887817,1,N,29
43,26026,RENT,27,VENTURE,A,19180,8.256326491710055,1,N,9
68,118303,RENT,7,VENTURE,C,6285,12.937380093248143,0,N,26
38,48523,OWN,31,PERSONAL,B,16260,18.45656807652827,0,N,20
44,141297,OTHER,3,DEBTCONSOLIDATION,B,12323,6.878976087309686,0,N,17
40,30482,OWN,6,HOMEIMPROVEMENT,C,19595,15.555893700046374,1,N,19
31,132105,MORTGAGE,38,EDUCATION,A,14169,6.705688707770514,0,N,27
60,68888,RENT,26,DEBTCONSOLIDATION,A,20612,10.072312722299314,0,N,27
52,133884,OTHER,36,HOMEIMPROVEMENT,C,34694,15.257462289498157,0,N,13
69,126968,OTHER,16,VENTURE,B,6822,13.40346601599595,0,N,16
23,70110,OTHER,9,VENTURE,A,20305,15.173954574912592,0,N,8
61,110644,RENT,3,VENTURE,B,33477,19.450369834397627,1,N,13
26,20493,OWN,22,VENTURE,B,16226,19.54414986710698,1,N,25
41,76194,RENT,13,VENTURE,C,24719,18.72303359652286,1,N,14
52,102001,OWN,4,DEBTCONSOLIDATION,A,4719,12.422451750013618,0,N,28
36,59767,MORTGAGE,1,DEBTCONSOLIDATION,C,21297,10.115625097361448,0,N,26
43,49550,MORTGAGE,23,DEBTCONSOLIDATION,C,13926,9.19388463316287,0,N,18
53,33833,OWN,17,HOMEIMPROVEMENT,C,33250,13.635338836214713,1,N,14
47,22970,MORTGAGE,26,VENTURE,E,31831,11.803685949255485,1,N,18
